Student_ID,Age,Faculty,Year_of_Study,City,Accommodation,Scholarship,Part_Time_Job,Internet_Quality,Preferred_Study_Space,Weekly_Study_Hours,Average_Sleep_Hours,Daily_Screen_Time_Hours,Exercise_Days_Per_Week,Commute_Time_Minutes,Stress_Score,Academic_Readiness_Score,Overall_Satisfaction,Monthly_Discretionary_Spending,Social_Activity_Hours_Per_Week
STU0358,20,Life Sciences,3,Bengaluru,Home,Yes,Yes,Good,Home,11.6,7.6,5.2,4,26.7,5.5,63.6,3.7,8941.0,6.4
STU0359,19,Data Science,2,Srinagar,Shared Apartment,No,No,Good,Home,16.5,7.4,2.1,3,5.9,2.5,79.7,4.7,6374.0,7.7
STU0360,25,Business,3,Jammu,Home,Yes,Yes,Good,Home,17.9,7.4,3.8,4,21.1,2.9,84.1,4.3,3819.0,4.9
STU0361,21,Life Sciences,2,Jammu,PG,No,Yes,Good,Home,13.3,7.5,3.0,3,43.6,5.6,63.8,4.1,12019.0,2.8
STU0362,22,Arts & Humanities,3,Jammu,Shared Apartment,Yes,Yes,Good,Department Lab,21.1,6.5,7.4,1,34.1,8.2,73.3,4.1,6025.0,9.5
STU0363,21,Engineering,4,Jammu,PG,Yes,Yes,Good,Department Lab,15.1,7.0,3.3,3,32.7,7.3,73.7,4.4,7986.0,7.4
STU0364,21,Data Science,3,Srinagar,Hostel,No,Yes,Good,Home,14.4,7.6,3.0,1,9.3,4.2,67.2,4.5,2449.0,9.3
STU0365,19,Data Science,1,Bengaluru,Home,No,No,Good,Home,8.0,7.4,4.5,5,32.5,3.0,68.2,4.1,3365.0,11.3
STU0366,21,Life Sciences,3,Pune,Hostel,No,No,Good,Home,14.1,7.3,3.5,4,10.7,2.2,82.9,4.4,6573.0,13.6
STU0367,18,Engineering,2,Mumbai,PG,No,No,Excellent,Home,21.3,5.0,5.1,7,35.7,3.6,67.6,4.6,4620.0,8.6
STU0368,22,Arts & Humanities,4,Delhi,Shared Apartment,No,Yes,Good,Home,8.8,7.4,3.8,5,31.9,2.7,51.9,4.3,4451.0,11.2
STU0369,24,Business,4,Mumbai,PG,Yes,No,Good,Department Lab,20.3,6.3,2.6,4,13.9,3.6,63.3,4.0,11126.0,7.7
STU0370,22,Data Science,3,Hyderabad,Hostel,No,No,Good,Home,6.1,7.4,6.5,7,20.1,3.3,61.3,4.9,2608.0,13.7
STU0371,25,Engineering,2,Jammu,Shared Apartment,No,No,Poor,Home,6.3,7.0,2.5,4,20.7,5.1,49.0,3.5,13946.0,7.3
STU0372,22,Life Sciences,1,Mumbai,Home,Yes,No,Good,Library,19.7,6.7,4.0,0,41.3,7.5,71.3,3.4,8969.0,9.6
STU0373,24,Life Sciences,3,Jammu,Hostel,Yes,Yes,Good,Home,11.7,6.4,3.1,1,6.1,6.0,69.9,4.4,5825.0,11.5
STU0374,22,Business,4,Chandigarh,Home,Yes,Yes,Good,Home,8.7,6.5,4.1,5,37.9,6.1,65.9,3.3,5377.0,4.8
STU0375,24,Data Science,2,Srinagar,Shared Apartment,No,Yes,Average,Library,13.7,6.2,5.1,4,72.5,6.6,71.2,3.9,11784.0,12.4
STU0376,19,Engineering,4,Delhi,Home,No,No,Average,Home,21.8,7.2,5.1,4,41.6,4.3,88.1,3.6,3102.0,9.3
STU0377,21,Arts & Humanities,2,Chandigarh,PG,No,No,Good,Home,16.1,7.2,2.3,7,33.2,3.9,62.4,5.0,6885.0,14.4
STU0378,23,Engineering,1,Hyderabad,Hostel,Yes,No,Good,Department Lab,19.4,7.6,9.1,4,10.0,6.1,85.1,3.8,3535.0,7.4
STU0379,22,Data Science,2,Mumbai,Hostel,Yes,Yes,Poor,Home,14.4,5.7,4.3,2,13.5,7.8,53.0,3.4,5861.0,2.5
STU0380,22,Life Sciences,2,Bengaluru,Hostel,Yes,No,Good,Home,11.2,7.4,3.2,4,14.9,3.5,80.4,4.2,6930.0,17.7
STU0381,21,Data Science,2,Chandigarh,Home,Yes,Yes,Good,Home,15.3,7.0,3.6,3,18.8,3.8,69.6,3.6,2973.0,13.3
STU0382,22,Engineering,2,Delhi,Hostel,No,No,Good,Home,4.0,5.8,2.1,1,4.0,3.3,64.2,3.2,5704.0,4.1
STU0383,18,Engineering,1,Delhi,Home,No,No,Poor,Home,17.7,7.0,6.3,6,31.9,4.4,72.9,4.0,3029.0,8.4
STU0384,23,Business,4,Hyderabad,Hostel,No,No,Average,Department Lab,16.1,6.7,5.9,4,17.8,5.1,71.8,4.1,5009.0,8.7
STU0385,24,Engineering,3,Hyderabad,PG,Yes,No,Good,Home,9.9,9.3,6.4,5,50.8,4.2,67.4,4.2,7970.0,5.1
STU0386,20,Data Science,3,Hyderabad,Shared Apartment,No,No,Poor,Home,11.2,8.0,6.3,2,31.0,3.7,68.9,3.9,4771.0,6.8
STU0387,17,Arts & Humanities,2,Bengaluru,Home,No,No,Good,Department Lab,7.9,7.0,4.1,5,29.1,5.6,48.0,4.3,3151.0,11.4
STU0388,24,Data Science,1,Srinagar,Home,No,No,Average,Home,24.0,6.8,2.2,2,24.2,4.3,86.1,3.9,5371.0,10.4
STU0389,21,Data Science,2,Hyderabad,Hostel,Yes,No,Excellent,Home,18.8,6.8,3.5,2,16.4,5.7,70.9,4.4,5796.0,6.4
STU0390,22,Data Science,3,Delhi,PG,No,No,Good,Library,18.6,9.0,3.7,3,39.0,2.8,82.3,4.0,5357.0,7.2
STU0391,20,Arts & Humanities,2,Delhi,PG,Yes,No,Good,Café,17.8,7.5,12.0,4,48.8,5.5,78.3,3.1,8115.0,7.7
STU0392,24,Business,4,Delhi,Shared Apartment,No,No,Good,Home,19.7,7.9,5.0,3,46.5,5.5,80.0,4.2,10561.0,8.2
STU0393,20,Life Sciences,1,Chandigarh,Home,Yes,No,Average,Department Lab,18.4,6.9,1.9,5,14.1,1.5,67.9,4.0,1831.0,8.9
STU0394,19,Life Sciences,1,Delhi,Shared Apartment,Yes,No,Good,Home,13.1,6.6,8.3,3,44.3,9.0,55.6,4.1,14718.0,6.2
STU0395,20,Life Sciences,4,Chandigarh,Shared Apartment,No,No,Good,Home,21.6,8.5,3.5,1,17.6,4.4,86.4,4.4,9522.0,12.2
STU0396,21,Engineering,4,Chandigarh,Home,No,No,Excellent,Home,16.6,7.8,5.0,1,9.2,3.6,73.6,3.6,5627.0,9.5
STU0397,23,Data Science,2,Jammu,Hostel,Yes,No,Average,Home,12.3,7.3,3.1,5,6.4,2.8,66.4,4.1,4032.0,7.2
STU0398,22,Arts & Humanities,3,Bengaluru,Hostel,Yes,Yes,Average,Home,11.6,7.6,4.7,1,118.0,7.0,52.9,4.6,3630.0,6.5
STU0399,22,Arts & Humanities,3,Delhi,Hostel,No,Yes,Excellent,Home,11.1,7.4,4.8,2,7.7,5.3,65.7,3.8,2959.0,3.2
STU0400,23,Engineering,2,Pune,Shared Apartment,No,No,Good,Home,21.5,7.0,4.7,3,24.2,1.3,81.8,4.2,8263.0,1.5
STU0401,24,Arts & Humanities,3,Jammu,Home,No,Yes,Good,Library,14.8,6.5,2.8,6,23.0,4.7,68.8,4.4,5509.0,9.1
STU0402,22,Arts & Humanities,2,Pune,PG,No,No,Average,Home,15.5,8.1,5.6,4,36.1,3.1,74.4,3.2,3871.0,6.6
STU0403,19,Data Science,1,Delhi,Home,Yes,No,Excellent,Department Lab,17.2,6.5,6.7,0,23.2,4.6,74.0,4.4,9890.0,6.3
STU0404,18,Data Science,3,Pune,Hostel,Yes,Yes,Average,Café,12.9,6.8,5.2,1,4.4,7.6,71.4,4.0,4361.0,9.8
STU0405,20,Data Science,4,Delhi,Home,Yes,No,Average,Home,18.0,7.0,2.9,3,21.5,5.0,72.1,3.9,6327.0,3.2
STU0406,20,Data Science,1,Delhi,Hostel,No,No,Average,Café,16.0,7.8,5.0,2,14.0,4.0,88.0,4.2,8664.0,11.3
STU0407,23,Data Science,2,Hyderabad,PG,No,No,Good,Library,24.1,6.8,4.8,4,39.2,5.7,83.2,2.8,9722.0,11.8
STU0408,22,Engineering,4,Pune,Home,No,No,Good,Library,16.5,5.6,10.4,4,22.9,6.0,64.0,3.7,3734.0,13.3
STU0409,21,Arts & Humanities,1,Pune,Home,No,No,Poor,Home,15.1,5.9,5.3,0,17.9,4.0,70.7,3.7,5143.0,11.7
STU0410,17,Life Sciences,3,Bengaluru,Hostel,No,No,Good,Library,17.5,5.1,2.7,3,12.9,3.3,78.8,4.0,9582.0,7.3
STU0411,21,Data Science,1,Srinagar,Home,No,No,Excellent,Home,15.2,7.5,4.4,4,17.2,2.6,79.3,4.1,1992.0,5.3
STU0412,21,Business,4,Chandigarh,Home,Yes,No,Average,Home,12.5,7.1,4.8,0,32.0,5.6,67.0,2.8,4576.0,8.2
STU0413,20,Engineering,3,Delhi,PG,No,No,Good,Department Lab,18.5,8.3,4.3,1,18.1,1.0,88.6,4.7,11006.0,3.3
STU0414,22,Business,3,Chandigarh,PG,No,No,Average,Library,15.2,7.5,1.9,5,25.5,4.1,73.4,3.6,10726.0,8.2
STU0415,21,Engineering,1,Delhi,Shared Apartment,No,No,Average,Home,21.9,8.5,4.8,2,26.6,3.6,66.5,4.3,5713.0,8.8
STU0416,21,Arts & Humanities,4,Delhi,Home,No,No,Good,Café,10.0,7.5,2.6,1,31.8,5.9,62.1,4.4,3438.0,8.1
STU0417,18,Data Science,1,Chandigarh,Hostel,No,Yes,Good,Home,7.0,5.3,4.3,4,15.5,2.9,72.1,4.4,4105.0,6.8
STU0418,22,Life Sciences,4,Bengaluru,Hostel,No,No,Good,Library,16.9,5.6,4.0,5,18.8,3.0,82.1,3.7,5091.0,6.6
STU0419,22,Engineering,2,Delhi,Home,No,Yes,Good,Home,14.7,7.8,4.8,0,15.6,6.8,68.3,3.3,3814.0,5.4
STU0420,21,Life Sciences,3,Delhi,Hostel,No,No,Average,Department Lab,17.9,7.5,5.2,4,8.7,4.1,69.3,4.1,11113.0,12.5
STU0421,20,Business,1,Pune,Home,No,Yes,Good,Library,16.7,8.3,2.1,6,34.7,2.5,71.4,4.7,5259.0,11.6
STU0422,22,Business,1,Srinagar,PG,Yes,No,Excellent,Home,13.6,6.6,7.2,2,11.1,3.8,77.9,3.9,7174.0,8.1
STU0423,19,Life Sciences,2,Jammu,Hostel,No,No,Good,Home,14.8,7.8,3.4,3,7.3,4.9,78.0,3.9,10802.0,7.8
STU0424,20,Business,3,Chandigarh,Home,No,No,Average,Library,12.5,7.5,2.6,4,8.3,1.4,77.0,4.7,5267.0,16.5
STU0425,20,Engineering,2,Chandigarh,Hostel,Yes,No,Good,Department Lab,13.6,6.7,6.2,5,3.0,3.7,75.6,4.6,9015.0,8.6
STU0426,21,Engineering,3,Srinagar,Hostel,Yes,No,Average,Home,15.4,7.1,5.7,5,3.0,2.8,78.9,4.4,7849.0,10.7
STU0427,22,Data Science,4,Chandigarh,Shared Apartment,Yes,No,Good,Department Lab,17.4,6.7,9.2,1,9.5,5.1,74.5,3.5,12386.0,11.6
STU0428,17,Engineering,3,Chandigarh,PG,No,No,Excellent,Home,12.5,5.1,5.4,0,47.2,6.9,62.2,4.2,4502.0,8.4
STU0429,19,Data Science,1,Delhi,Home,No,Yes,Good,Home,16.4,5.5,5.0,4,30.8,6.1,69.1,4.0,3644.0,7.5
STU0430,20,Life Sciences,1,Pune,Shared Apartment,No,No,Average,Café,10.4,7.6,7.7,7,3.0,2.9,66.7,5.0,7065.0,10.0
STU0431,19,Engineering,1,Delhi,PG,Yes,No,Average,Home,12.0,6.4,3.7,3,30.3,5.7,50.0,3.4,3590.0,7.8
STU0432,21,Engineering,4,Mumbai,Shared Apartment,Yes,Yes,Good,Department Lab,26.4,7.7,4.7,2,29.0,6.6,86.9,3.2,14698.0,11.0
STU0433,23,Business,2,Srinagar,Hostel,Yes,No,Good,Home,23.2,8.1,6.2,3,7.0,1.5,98.0,4.3,5890.0,3.9
STU0434,23,Data Science,3,Hyderabad,Shared Apartment,No,Yes,Good,Home,14.0,6.9,5.3,3,47.0,7.5,71.1,3.2,7308.0,2.4
STU0435,22,Engineering,3,Jammu,Hostel,No,No,Good,Home,14.6,5.5,11.0,2,10.0,8.3,71.3,4.3,5019.0,13.2
STU0436,21,Engineering,4,Mumbai,Home,No,Yes,Good,Home,17.5,6.7,4.5,5,37.4,4.3,76.8,4.3,5370.0,6.2
STU0437,20,Life Sciences,2,Srinagar,Home,Yes,No,Excellent,Home,17.1,6.1,4.1,1,33.0,5.7,76.8,3.7,4473.0,7.8
STU0438,20,Arts & Humanities,2,Bengaluru,Home,No,No,Average,Library,11.7,6.9,5.0,3,37.3,5.9,67.4,3.9,5962.0,9.3
STU0439,20,Engineering,3,Hyderabad,Shared Apartment,No,No,Average,Department Lab,17.2,5.5,3.6,5,25.2,3.0,75.3,4.6,6909.0,6.5
STU0440,23,Business,2,Chandigarh,Home,No,No,Good,Library,17.2,6.6,6.2,3,19.4,4.8,81.6,3.9,6577.0,9.2
STU0441,20,Business,4,Chandigarh,Home,No,No,Excellent,Home,26.0,6.9,5.4,2,15.8,2.6,77.6,4.0,5834.0,8.8
STU0442,22,Business,1,Pune,Shared Apartment,No,No,Average,Home,13.5,8.0,6.4,3,27.9,1.8,72.3,4.5,4711.0,5.4
STU0443,22,Life Sciences,2,Hyderabad,Hostel,Yes,No,Average,Home,19.8,7.3,2.9,3,16.5,2.9,68.3,4.8,2806.0,8.0
STU0444,18,Data Science,1,Bengaluru,Home,No,Yes,Good,Home,15.9,7.3,5.8,3,30.7,7.1,65.2,4.3,3263.0,10.1
STU0445,23,Data Science,4,Pune,PG,No,No,Average,Home,15.9,5.6,4.3,2,40.6,5.2,72.3,3.2,9743.0,11.7
STU0446,23,Engineering,1,Bengaluru,Home,Yes,No,Good,Department Lab,14.5,6.3,4.2,6,13.7,3.8,75.3,3.9,2079.0,8.0
STU0447,22,Business,3,Mumbai,Home,No,No,Good,Home,17.8,7.3,6.6,1,17.0,5.1,63.2,3.9,7117.0,9.6
STU0448,22,Life Sciences,2,Bengaluru,Home,No,No,Average,Home,9.2,8.4,3.1,3,26.8,2.8,59.2,4.3,2560.0,5.4
STU0449,21,Engineering,2,Srinagar,Hostel,No,No,Good,Café,19.5,7.4,6.7,2,23.7,4.2,81.9,3.6,3600.0,4.8
STU0450,20,Business,3,Chandigarh,PG,Yes,Yes,Average,Home,14.4,7.5,3.0,4,12.4,3.7,84.6,3.8,4455.0,10.5
STU0451,18,Data Science,1,Jammu,Home,No,No,Average,Library,13.3,6.7,2.7,5,23.3,2.1,70.5,3.7,3312.0,6.9
STU0452,23,Arts & Humanities,4,Delhi,Home,Yes,Yes,Average,Home,13.5,6.8,2.5,0,38.5,7.2,77.5,3.5,6626.0,1.6
STU0453,21,Life Sciences,2,Srinagar,Home,No,Yes,Excellent,Café,14.2,5.1,3.3,1,18.1,7.3,50.3,4.1,5248.0,12.3
STU0454,20,Data Science,4,Hyderabad,Home,Yes,Yes,Average,Department Lab,19.4,6.2,4.2,5,17.1,4.2,77.2,4.4,4873.0,8.2
STU0455,23,Engineering,3,Mumbai,Hostel,No,No,Good,Home,15.0,8.1,6.3,2,7.4,2.9,81.9,4.1,5441.0,11.3
STU0456,21,Business,4,Jammu,PG,No,No,Average,Library,13.6,6.0,3.0,1,3.0,5.1,64.9,3.7,13697.0,7.0
STU0457,22,Arts & Humanities,3,Bengaluru,Home,No,Yes,Good,Library,6.7,7.0,2.9,4,20.4,7.2,44.6,3.7,3340.0,9.7
STU0458,18,Engineering,1,Delhi,Hostel,Yes,No,Good,Home,14.7,7.1,4.4,2,6.6,3.7,66.6,3.8,5944.0,1.0
STU0459,19,Business,1,Mumbai,Home,Yes,No,Good,Library,15.3,6.7,4.8,2,21.8,4.5,62.4,3.5,4515.0,7.7
STU0460,21,Life Sciences,2,Pune,PG,No,No,Excellent,Department Lab,17.8,6.8,7.7,1,17.4,6.5,62.6,3.8,4154.0,7.2
STU0461,23,Business,2,Chandigarh,Home,No,No,Average,Home,27.2,6.5,6.6,3,28.0,5.4,83.1,4.2,2767.0,11.2
STU0462,19,Data Science,1,Pune,Shared Apartment,Yes,No,Average,Home,20.1,6.6,5.8,4,28.4,3.9,63.3,3.4,3903.0,7.2
STU0463,18,Data Science,4,Jammu,Home,Yes,No,Poor,Library,19.5,8.0,2.1,2,17.7,3.0,82.3,4.0,8872.0,9.5
STU0464,20,Data Science,3,Srinagar,Hostel,No,Yes,Good,Library,20.7,6.9,2.2,6,9.0,5.7,70.4,4.3,4734.0,14.2
STU0465,22,Business,1,Pune,Hostel,No,No,Good,Library,21.5,6.1,2.6,1,12.9,3.8,85.6,4.4,5773.0,13.1
STU0466,24,Business,4,Hyderabad,Hostel,No,No,Good,Home,19.2,7.0,3.2,3,14.5,2.6,69.9,3.9,3585.0,13.5
STU0467,21,Life Sciences,3,Mumbai,PG,No,No,Good,Home,16.3,6.7,2.3,2,50.5,5.9,60.1,4.4,5564.0,4.8
STU0468,21,Data Science,2,Mumbai,Hostel,No,Yes,Excellent,Library,14.6,7.0,4.4,4,13.6,4.9,60.3,4.3,4612.0,7.3
STU0469,25,Arts & Humanities,4,Chandigarh,Home,No,No,Good,Home,16.6,8.3,6.2,3,14.6,2.8,85.6,4.6,6173.0,9.2
STU0470,20,Arts & Humanities,2,Bengaluru,Home,No,No,Good,Home,15.4,7.9,4.0,3,18.5,3.0,69.0,5.0,9491.0,11.7
STU0471,23,Data Science,3,Jammu,Home,No,Yes,Good,Department Lab,10.5,6.6,4.1,6,15.2,6.9,77.5,4.4,5589.0,8.4
STU0472,21,Arts & Humanities,1,Delhi,Home,Yes,No,Average,Home,11.7,5.1,2.3,3,42.5,1.6,75.9,4.1,5522.0,8.4
STU0473,21,Arts & Humanities,1,Delhi,Home,No,Yes,Excellent,Library,12.8,7.1,8.7,4,21.4,7.4,74.0,4.2,5343.0,9.0
STU0474,22,Data Science,2,Delhi,Hostel,Yes,No,Good,Home,18.0,7.0,2.4,4,18.7,1.7,71.4,4.3,4022.0,15.0
STU0475,24,Data Science,1,Mumbai,Shared Apartment,No,No,Good,Home,23.4,7.5,7.2,6,24.8,1.9,52.8,5.0,9359.0,8.3
STU0476,22,Business,1,Hyderabad,Hostel,Yes,No,Average,Home,23.7,7.6,3.2,2,10.2,3.4,86.8,4.6,3554.0,3.5
STU0477,20,Arts & Humanities,2,Chandigarh,Shared Apartment,No,No,Good,Library,19.8,7.7,3.6,1,19.7,4.8,72.9,4.7,6471.0,10.6
STU0478,20,Business,1,Delhi,Shared Apartment,Yes,Yes,Poor,Library,9.5,7.2,2.9,2,34.6,5.0,59.5,4.0,5552.0,5.8
STU0479,21,Arts & Humanities,4,Srinagar,Home,No,No,Excellent,Library,19.8,7.9,3.4,1,41.8,4.9,77.6,3.9,3001.0,15.8
STU0480,22,Life Sciences,4,Jammu,Home,Yes,No,Average,Department Lab,25.6,5.8,4.6,5,21.2,4.7,84.4,3.8,7032.0,15.6
STU0481,22,Business,4,Mumbai,Hostel,No,Yes,Average,Library,18.1,6.2,2.2,4,5.5,5.7,60.6,3.9,4956.0,7.0
STU0482,18,Business,1,Chandigarh,PG,No,No,Excellent,Café,15.2,8.4,4.2,6,36.4,2.1,95.2,4.9,7240.0,9.1
STU0483,20,Arts & Humanities,3,Bengaluru,Home,No,No,Good,Department Lab,17.9,6.9,2.4,3,18.1,5.3,63.8,3.2,6671.0,3.8
STU0484,21,Data Science,3,Hyderabad,Hostel,No,No,Excellent,Library,14.1,7.9,4.2,2,18.2,2.1,78.1,4.7,4535.0,10.0
STU0485,19,Arts & Humanities,2,Jammu,Home,No,Yes,Average,Department Lab,17.1,6.9,4.8,1,22.5,6.1,72.0,3.9,6321.0,13.2
STU0486,22,Life Sciences,1,Hyderabad,Hostel,No,No,Average,Library,20.8,5.4,7.6,3,18.3,4.0,64.2,3.9,3457.0,14.3
STU0487,21,Arts & Humanities,1,Pune,Hostel,Yes,Yes,Average,Department Lab,6.1,7.0,5.8,2,14.0,5.8,65.4,3.3,2585.0,6.1
STU0488,20,Engineering,1,Hyderabad,Home,No,No,Excellent,Home,20.7,6.4,5.8,5,34.2,2.9,64.1,5.0,8157.0,5.7
STU0489,19,Data Science,1,Mumbai,Home,No,No,Excellent,Library,15.1,8.4,3.7,3,34.1,2.2,64.6,4.6,5209.0,12.7
STU0490,19,Business,2,Srinagar,PG,No,No,Average,Library,21.1,7.9,4.2,5,44.1,3.7,64.6,4.0,10014.0,8.1
STU0491,19,Data Science,1,Hyderabad,Hostel,Yes,Yes,Good,Department Lab,9.8,5.0,4.2,3,21.4,4.3,64.1,3.6,7732.0,4.8
STU0492,19,Data Science,3,Chandigarh,Home,No,Yes,Good,Home,13.4,6.9,5.8,1,27.1,6.5,69.4,3.6,5647.0,8.3
STU0493,21,Data Science,4,Delhi,PG,Yes,No,Average,Home,15.9,8.2,5.1,6,21.5,2.2,78.5,5.0,8211.0,4.0
STU0494,19,Arts & Humanities,1,Jammu,PG,No,No,Excellent,Library,21.1,7.8,4.4,7,18.9,2.4,73.1,5.0,7783.0,12.2
STU0495,21,Business,2,Mumbai,Shared Apartment,No,No,Excellent,Home,13.7,7.8,4.1,4,22.4,2.6,85.3,4.8,7280.0,7.1
STU0496,20,Engineering,1,Hyderabad,Home,No,No,Average,Home,18.9,5.8,2.1,2,57.9,7.7,82.0,3.3,5074.0,7.1
STU0497,22,Business,2,Srinagar,Hostel,No,No,Good,Library,21.5,6.8,3.2,3,12.9,3.1,85.0,4.2,4935.0,10.6
STU0498,19,Arts & Humanities,1,Hyderabad,Hostel,No,No,Excellent,Library,15.6,7.4,7.5,5,12.8,4.7,71.1,4.2,4028.0,5.7
STU0499,21,Engineering,1,Mumbai,Home,No,Yes,Average,Library,9.9,6.2,4.4,2,20.2,6.0,76.3,3.1,3931.0,10.5
STU0500,21,Arts & Humanities,1,Mumbai,Home,No,No,Good,Home,15.3,7.4,3.1,3,14.2,5.0,74.5,4.3,6501.0,10.9
STU0501,19,Engineering,2,Jammu,PG,No,No,Excellent,Café,15.7,6.1,3.3,0,10.5,5.9,72.1,4.5,12284.0,4.9
STU0502,19,Engineering,2,Pune,Home,No,Yes,Poor,Library,15.6,8.0,6.2,7,26.9,5.3,72.3,3.6,4172.0,9.1
STU0503,21,Life Sciences,1,Pune,Shared Apartment,Yes,No,Excellent,Library,13.6,5.5,3.5,2,16.9,6.0,81.1,3.7,7702.0,13.8
STU0504,21,Data Science,1,Hyderabad,Shared Apartment,No,No,Good,Home,20.9,6.9,4.5,3,26.2,4.9,74.0,4.2,5301.0,11.7
STU0505,22,Data Science,2,Delhi,Home,No,No,Average,Café,14.3,7.2,1.9,5,14.3,2.3,75.4,4.6,4878.0,7.6
STU0506,23,Arts & Humanities,3,Hyderabad,Home,Yes,No,Good,Home,18.7,7.2,3.5,3,40.0,4.7,81.2,4.7,3654.0,9.6
STU0507,21,Engineering,4,Hyderabad,Shared Apartment,No,Yes,Average,Home,17.6,8.8,4.5,1,48.1,5.9,69.9,3.3,8535.0,8.0
STU0508,19,Business,4,Delhi,PG,No,No,Poor,Café,21.5,5.5,6.6,7,48.6,6.3,76.5,4.2,5764.0,9.1
STU0509,21,Engineering,2,Pune,Hostel,No,No,Average,Home,15.9,7.0,5.7,7,13.0,3.4,71.5,4.0,3405.0,9.8
STU0510,23,Data Science,4,Pune,PG,No,No,Good,Department Lab,19.2,6.3,4.3,2,46.9,4.4,83.8,4.0,7037.0,7.1
STU0511,20,Arts & Humanities,3,Bengaluru,Home,No,No,Average,Home,17.0,8.5,2.8,3,38.5,2.7,70.4,4.0,2809.0,7.9
STU0512,20,Engineering,2,Chandigarh,PG,Yes,No,Good,Library,22.1,8.1,4.3,0,16.1,5.8,79.0,4.3,11423.0,14.9
STU0513,21,Engineering,4,Srinagar,Hostel,Yes,Yes,Good,Department Lab,34.0,6.2,3.4,6,10.5,4.1,87.8,4.5,3088.0,5.2
STU0514,20,Engineering,3,Hyderabad,Hostel,Yes,Yes,Average,Library,13.1,7.7,7.1,2,12.4,7.1,57.5,3.5,3410.0,7.0
STU0515,21,Business,3,Srinagar,Home,No,Yes,Good,Department Lab,17.0,8.1,3.2,0,31.5,4.6,80.8,3.4,6021.0,12.9
STU0516,20,Arts & Humanities,3,Chandigarh,Home,No,No,Average,Department Lab,10.1,6.7,3.7,0,25.7,5.7,72.3,3.0,5521.0,9.4
STU0517,18,Data Science,2,Hyderabad,Shared Apartment,No,No,Average,Library,21.4,7.2,11.1,1,11.5,7.6,78.8,3.4,14097.0,5.3
STU0518,21,Engineering,2,Pune,Shared Apartment,No,No,Good,Department Lab,13.3,6.5,4.8,3,51.4,5.4,67.8,3.9,8078.0,6.3
STU0519,18,Life Sciences,3,Mumbai,Hostel,Yes,No,Good,Home,15.0,8.0,5.5,1,15.2,4.1,75.1,4.6,3551.0,8.2
STU0520,20,Arts & Humanities,2,Bengaluru,Home,Yes,No,Average,Library,22.9,7.6,4.5,1,19.5,4.2,89.8,3.4,9974.0,9.2
STU0521,19,Engineering,1,Mumbai,Hostel,No,No,Excellent,Home,19.2,5.6,6.1,2,18.7,3.4,77.0,4.8,23782.0,12.4
STU0522,19,Data Science,3,Mumbai,Home,No,No,Good,Home,16.0,6.2,4.0,7,13.8,1.9,73.6,4.0,2200.0,10.5
STU0523,23,Engineering,4,Pune,Shared Apartment,No,No,Good,Café,20.0,6.2,5.3,5,21.3,3.7,74.5,4.8,2816.0,10.0
STU0524,19,Arts & Humanities,2,Srinagar,Hostel,No,Yes,Good,Library,10.7,6.8,3.4,1,18.1,7.9,52.2,4.1,7983.0,8.8
STU0525,17,Business,3,Mumbai,Shared Apartment,No,No,Excellent,Home,19.5,7.0,5.1,7,38.2,2.0,90.1,4.9,8372.0,10.5
STU0526,20,Arts & Humanities,1,Hyderabad,Hostel,Yes,No,Excellent,Home,13.1,6.7,1.9,1,10.5,3.8,70.3,3.8,3292.0,7.2
STU0527,23,Engineering,4,Mumbai,Home,No,Yes,Good,Library,11.3,5.8,4.1,5,23.8,4.2,70.3,4.2,3191.0,6.6
STU0528,21,Data Science,4,Mumbai,Hostel,No,No,Good,Café,20.4,6.5,2.3,6,16.9,4.7,67.3,4.1,2727.0,5.5
STU0529,21,Life Sciences,2,Delhi,Home,No,No,Excellent,Department Lab,15.1,7.7,7.3,3,26.8,3.8,76.4,4.4,3209.0,6.1
STU0530,24,Business,3,Pune,Home,No,No,Good,Home,15.5,6.7,3.4,4,22.0,2.7,68.9,4.4,3395.0,4.6
STU0531,20,Data Science,2,Srinagar,Hostel,No,No,Good,Home,14.4,7.7,4.9,2,11.9,2.4,80.7,4.3,5995.0,16.7
STU0532,23,Engineering,1,Pune,PG,No,No,Poor,Home,17.6,7.6,3.7,0,26.7,3.4,79.8,3.7,11847.0,18.3
STU0533,22,Engineering,2,Srinagar,Hostel,No,Yes,Excellent,Department Lab,17.2,6.4,9.3,0,14.1,8.4,76.8,3.2,7569.0,6.7
STU0534,19,Engineering,1,Srinagar,Shared Apartment,No,No,Average,Home,22.6,8.3,2.5,7,8.8,3.8,83.7,4.5,10366.0,3.4
STU0535,21,Engineering,4,Pune,Home,No,Yes,Excellent,Library,15.6,7.8,4.5,7,26.7,3.2,65.9,4.4,3914.0,16.0
STU0536,19,Engineering,2,Srinagar,Hostel,Yes,Yes,Average,Home,12.6,6.1,9.0,5,13.1,5.3,56.1,4.4,6850.0,9.7
STU0537,21,Engineering,2,Mumbai,PG,No,No,Excellent,Department Lab,14.6,8.3,2.5,2,27.0,1.6,76.8,4.2,17349.0,4.9
STU0538,18,Business,3,Delhi,PG,No,No,Average,Library,11.9,9.1,2.8,4,27.3,3.1,64.1,4.7,5130.0,6.8
